Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
57223,51,1,30,1,11325,2,0,0,3,0,46,1,2,1,1,2,43,0,0,1,1,1,1
24542,58,0,19,3,6073,2,0,0,3,0,86,0,1,0,0,2,81,0,0,0,2,1,1
6489,57,1,1,0,6171,3,3,0,3,1,31,1,1,2,1,1,6,0,0,0,1,3,1
36935,53,1,8,4,8854,2,0,0,0,0,76,1,0,1,0,0,77,1,0,0,1,2,1
9152,26,0,7,2,9908,3,0,2,0,0,27,2,1,0,0,1,71,0,0,0,1,0,0
67150,49,1,6,2,8031,0,0,0,0,0,13,3,2,5,2,1,67,0,0,0,1,1,1
38866,38,1,5,4,7257,1,1,0,1,0,89,3,2,1,2,2,52,0,0,0,3,2,0
14465,44,0,8,4,9322,2,2,0,0,0,72,2,2,4,0,2,22,0,0,0,3,0,0
34361,43,0,17,0,4401,1,0,1,2,1,95,3,2,0,0,2,87,0,0,0,2,2,0
25407,34,1,8,3,6581,0,2,1,2,1,15,2,1,4,0,1,69,0,1,0,2,1,1
61663,33,1,1,4,11130,1,0,2,0,1,79,3,1,5,2,0,79,1,0,0,2,0,1
47719,57,0,3,2,8490,1,0,2,1,0,73,0,1,0,0,1,56,0,0,0,2,1,0
67151,33,0,20,2,6945,1,3,0,1,1,15,3,2,2,2,2,36,0,0,1,2,0,0
13426,28,1,13,3,5817,2,2,0,2,1,50,0,1,1,1,1,44,0,0,0,1,1,0
51364,50,0,11,1,3684,1,1,0,1,0,1,3,1,0,1,2,71,0,0,1,2,1,1
69987,26,1,18,2,7347,0,3,0,2,0,58,0,2,0,2,2,25,0,0,0,2,0,1
43412,30,1,12,4,10469,3,0,2,1,0,41,2,1,0,1,1,46,0,0,0,2,0,1
32119,27,0,4,4,10250,1,3,0,0,1,34,4,1,1,2,1,20,0,0,0,2,0,1
39755,59,1,25,2,8303,2,2,0,3,0,9,1,1,3,1,2,97,0,0,0,2,1,1
26210,42,1,25,3,4885,3,3,1,1,0,80,3,2,0,0,2,89,0,0,0,3,1,0
32828,49,1,39,4,10067,1,3,0,0,0,36,0,0,0,1,1,61,0,0,1,2,3,1
37596,18,0,3,4,8616,0,1,1,0,0,70,2,2,0,0,1,76,1,0,0,2,1,0
45492,49,0,33,2,8680,0,0,0,0,1,33,1,0,0,2,2,43,0,0,0,1,1,1
25818,47,0,7,3,5838,0,1,0,1,0,68,3,2,0,0,2,11,0,0,0,2,0,0
42453,38,0,6,0,3401,2,1,0,1,1,52,0,2,1,2,0,76,0,0,0,2,1,1
34077,34,0,26,3,5604,0,2,0,1,0,26,2,1,3,0,2,40,0,0,0,1,2,0
6291,31,1,17,2,8390,3,0,2,0,0,14,3,1,0,2,2,18,0,0,0,3,0,1
40287,34,0,1,2,8878,1,0,0,0,1,35,0,0,1,1,2,51,0,0,0,0,1,0
69935,39,0,29,1,11096,1,0,0,0,0,38,1,0,1,0,1,50,0,0,0,3,1,1
9356,48,0,20,3,5635,2,0,2,3,0,41,3,1,0,1,1,55,0,0,1,3,0,1
7392,41,1,3,1,6409,0,2,0,2,1,82,1,2,0,0,2,70,1,0,1,2,2,0
51574,48,0,35,0,5126,0,1,0,1,1,55,3,2,4,1,1,106,0,0,0,2,1,0
65735,34,1,20,4,8751,2,1,0,0,1,1,1,1,1,1,1,21,1,0,0,0,2,1
58591,53,0,6,0,5315,2,3,0,2,0,46,2,0,0,1,1,79,0,0,0,1,1,0
38649,28,1,16,4,9070,2,1,0,0,0,62,2,0,0,1,1,22,0,0,0,2,2,1
11558,41,0,20,2,6824,2,3,3,0,0,57,0,2,0,1,1,66,0,0,0,2,2,0
41120,55,0,7,3,6230,1,2,2,3,0,3,0,1,0,1,1,52,1,0,0,2,1,1
58723,58,1,39,3,5274,2,0,0,0,0,70,1,1,0,0,0,90,0,0,0,2,0,0
28300,30,1,14,4,7890,1,0,0,0,1,79,3,1,3,1,1,27,0,0,0,3,2,1
66650,20,1,2,0,5320,1,0,1,2,1,83,2,2,1,1,0,8,0,0,0,2,2,0
38174,48,1,33,1,7904,1,0,2,3,0,60,3,1,0,0,1,85,0,0,0,3,1,1
72260,34,0,14,0,3544,1,3,0,0,1,63,0,2,4,0,2,52,1,0,0,3,2,0
24449,18,0,5,3,5252,1,3,0,0,0,3,1,0,0,1,0,49,0,0,0,0,3,0
51005,38,0,7,0,5687,2,1,2,1,0,13,3,1,2,1,0,18,0,0,0,2,1,0
38496,33,0,20,2,7230,0,2,0,2,0,24,2,2,4,2,2,58,0,0,0,2,2,1
49443,29,0,18,2,6577,2,0,0,0,0,65,2,1,1,1,2,20,0,0,0,1,2,1
71188,27,0,9,1,9078,2,2,0,1,0,71,1,2,0,0,0,64,1,0,0,1,1,0
66179,26,0,10,3,5275,0,3,2,0,1,44,3,1,0,2,2,66,0,0,0,2,1,1
51766,25,0,12,3,5049,3,3,0,0,0,94,0,1,2,2,2,33,0,0,0,1,2,1
4164,41,1,27,4,8599,3,1,0,0,0,85,2,1,1,0,1,34,0,0,1,2,1,1
7298,30,1,19,4,9089,1,0,2,0,0,26,2,2,2,0,2,69,0,0,0,1,1,0
61515,34,1,18,4,8074,0,2,0,3,0,54,1,1,1,1,0,46,1,0,1,2,1,1
62095,34,0,21,2,7815,3,0,2,1,0,87,0,1,2,0,1,47,0,0,0,3,2,0
2171,20,1,9,4,8957,1,0,0,0,0,59,2,1,1,2,1,79,0,0,0,1,1,1
72499,19,1,3,4,7800,3,1,2,1,1,51,3,0,1,2,2,58,0,0,0,2,2,0
72776,55,1,11,4,6883,2,0,0,0,0,81,2,0,3,0,1,22,0,0,1,2,1,1
72437,18,1,6,0,3367,1,2,0,1,1,66,1,1,2,0,1,8,0,0,1,3,1,1
20579,22,1,8,3,6678,2,0,0,2,0,27,3,2,0,1,1,41,0,0,0,0,1,0
7072,23,1,4,0,3931,2,3,2,1,0,53,2,1,1,2,0,36,0,0,0,3,0,1
6036,55,0,29,1,9783,0,0,0,0,0,22,0,2,2,2,2,63,0,0,0,2,2,1
21427,46,0,21,4,8586,1,0,1,1,0,27,0,1,3,2,1,87,0,0,0,2,2,1
29151,42,0,20,2,8601,0,0,3,0,1,70,3,1,5,0,2,72,0,0,0,2,3,1
29699,34,1,2,2,7417,2,3,0,0,0,88,1,1,5,0,1,13,0,0,0,0,3,1
53530,24,0,15,0,3862,2,3,0,2,0,61,1,1,1,0,2,22,0,0,1,2,1,0
15686,40,1,6,3,6130,2,0,2,3,0,63,4,2,1,0,2,66,0,0,0,0,0,1
49233,54,1,37,3,5846,1,0,0,4,0,84,0,1,3,1,1,114,0,0,0,2,1,1
41710,42,0,5,0,4354,2,0,1,0,1,90,1,0,0,2,1,48,1,0,0,0,2,1
53423,36,0,7,2,9856,1,0,1,1,1,74,0,2,2,1,2,37,0,0,0,0,1,0
37748,36,1,10,0,4641,3,0,1,0,1,59,3,1,4,1,1,40,0,0,0,2,0,1
27871,33,1,8,3,5892,1,0,0,0,0,35,1,1,1,2,2,66,0,0,0,3,1,1
56808,47,1,19,3,5619,3,0,0,0,0,70,1,1,1,1,0,61,0,0,0,1,2,1
65571,40,0,16,4,11647,2,3,0,2,1,72,1,1,5,1,1,76,0,0,1,2,2,1
50897,55,1,14,0,4791,1,2,1,0,0,15,0,0,0,0,2,86,0,0,0,2,2,1
62674,49,0,15,4,9849,1,3,0,0,1,37,3,0,0,2,1,76,0,0,0,2,1,1
45232,31,1,23,4,8530,1,2,1,2,1,37,0,1,3,0,1,25,0,0,0,0,2,0
59481,35,1,11,2,8053,2,0,0,0,0,47,2,1,1,1,1,87,1,0,0,1,1,1
28016,55,0,24,4,9155,0,0,0,1,1,94,1,0,0,2,1,53,1,0,0,2,0,1
2844,19,1,4,4,9208,3,2,0,0,1,67,0,1,3,2,1,36,1,0,0,2,2,1
7317,25,1,10,4,6338,0,2,0,0,0,66,1,2,2,0,1,49,1,0,0,3,2,0
44277,39,0,22,4,9578,3,0,0,1,0,81,1,2,3,2,2,28,0,0,0,2,0,0
12033,45,1,35,4,11612,3,0,0,1,0,42,1,1,0,1,0,97,0,0,0,2,0,1
12178,44,1,1,4,9807,1,3,1,2,0,42,3,2,0,2,1,68,0,0,0,2,1,1
69217,40,1,29,0,4898,2,1,0,0,0,84,1,2,1,1,1,88,0,0,0,2,1,0
62940,35,1,21,2,5663,2,2,0,0,1,44,2,0,2,2,1,70,0,0,0,1,2,1
2423,42,1,30,1,8456,2,2,0,3,0,4,4,0,1,1,1,65,0,0,0,0,1,1
4389,24,1,10,1,6123,1,2,0,0,0,73,2,2,2,0,1,18,0,0,0,2,1,0
72945,23,0,14,3,6003,3,0,0,0,1,43,3,1,1,2,1,59,0,0,0,3,0,0
53238,49,1,12,4,12846,2,3,3,0,0,92,3,2,0,0,1,43,0,0,0,0,2,0
44900,50,0,10,1,6352,1,0,0,0,0,23,1,0,1,2,1,59,1,0,1,1,2,1
60965,27,0,9,1,7800,1,0,0,0,0,30,0,0,3,1,1,73,0,0,0,1,0,0
58393,32,0,12,4,9437,0,3,2,0,0,83,3,2,1,2,0,32,0,0,0,2,1,1
58517,29,1,16,1,10642,2,0,0,1,1,8,0,2,2,1,2,70,0,0,0,2,2,0
59953,50,1,18,1,5600,2,0,2,2,0,67,2,1,0,0,2,41,0,0,0,1,1,1
422,29,1,16,4,10120,1,1,0,0,0,32,1,0,1,0,1,58,0,0,0,1,2,0
1268,34,1,13,1,9462,2,2,0,2,1,86,3,2,1,0,1,30,0,0,0,1,2,0
3596,59,1,21,2,6776,2,3,0,1,0,67,3,1,4,1,0,35,0,0,0,1,2,0
2695,19,0,7,0,5456,3,3,2,0,0,74,1,1,0,1,1,12,1,0,0,2,0,1
29669,37,0,8,4,7681,2,1,0,3,0,74,1,2,3,0,2,39,1,0,1,2,0,1
27787,51,1,21,4,8766,2,2,2,0,0,34,1,1,4,2,2,70,0,0,0,3,1,1
12239,28,0,10,0,3673,0,3,2,0,1,83,1,0,2,0,1,13,0,0,0,3,1,0
31343,42,1,22,1,8182,1,2,3,1,0,87,2,2,2,1,1,32,0,0,0,2,2,0
35674,30,0,11,4,5818,0,0,0,0,0,82,0,2,2,2,2,64,1,0,0,3,2,1
58721,45,0,32,0,5729,3,0,0,0,0,50,3,1,0,0,1,55,1,0,0,1,0,0
44271,28,1,15,3,5738,1,3,3,2,0,41,3,2,0,0,1,27,0,0,0,3,0,0
52548,31,0,16,3,6527,2,0,0,0,0,1,3,2,1,2,1,86,0,0,0,0,1,1
7596,19,1,1,2,7990,2,0,0,0,1,44,2,1,5,0,1,29,0,0,0,2,1,1
938,22,0,4,0,3534,3,2,0,0,0,55,3,1,2,1,2,52,1,0,0,2,2,1
21080,27,1,5,2,9172,1,2,0,2,0,93,4,0,3,0,1,48,0,0,0,1,0,1
69662,40,1,19,0,5086,1,2,0,1,1,80,1,1,2,1,2,27,0,0,0,1,1,1
37966,35,0,1,0,3839,0,2,2,1,0,56,2,2,1,0,1,20,0,0,1,2,2,0
5579,48,0,29,4,10726,3,0,0,1,1,27,3,1,2,1,2,85,0,0,0,3,2,0
36517,19,0,6,2,7721,3,0,0,4,0,88,0,1,0,1,1,55,0,0,0,2,2,1
33593,58,0,41,1,4071,3,0,1,0,0,14,0,1,2,0,1,120,1,0,0,2,0,0
32576,24,1,16,2,7815,3,0,2,1,0,52,1,1,6,0,2,43,1,0,0,2,1,1
50752,44,0,19,1,9761,2,0,0,0,0,98,2,1,3,0,2,91,0,0,0,1,2,0
34321,24,1,8,0,4683,1,3,2,0,0,58,3,1,1,1,1,32,0,0,1,2,2,0
21669,34,0,20,4,6381,1,2,2,1,1,88,2,1,1,0,1,99,0,0,0,2,0,1
47144,18,0,6,3,5795,1,0,0,0,0,59,1,2,1,1,1,24,0,0,0,2,1,0
30461,27,0,18,2,8597,1,2,0,0,1,79,3,0,3,1,2,19,0,0,0,1,1,0
45953,45,1,28,4,9699,0,3,2,0,0,39,1,2,0,2,2,59,0,0,0,2,3,1
25337,30,0,20,1,7583,2,0,2,0,1,83,1,1,2,1,2,70,0,0,0,3,0,1
2046,52,0,35,2,8268,1,0,0,0,1,30,4,1,5,0,1,47,0,0,0,2,2,1
35853,33,0,20,4,10979,2,0,0,3,0,44,0,2,4,2,1,58,0,0,0,0,0,1
26687,59,0,12,3,5538,0,0,0,0,0,64,0,0,1,0,2,48,0,0,0,2,3,0
64055,21,0,1,4,8913,2,0,1,2,1,94,2,1,0,1,0,51,0,0,0,1,2,1
23747,48,0,37,4,8658,0,3,1,0,0,41,3,2,0,2,0,90,0,0,0,0,3,1
27420,25,1,6,0,3358,1,2,1,0,1,24,1,1,5,1,1,62,0,0,0,2,3,0
45062,24,0,7,4,6654,3,3,0,3,0,10,4,2,1,2,1,80,1,0,1,2,2,1
19526,38,1,8,2,7674,0,0,2,0,1,27,3,0,3,0,1,34,0,0,1,3,0,0
5805,47,1,36,2,6664,0,0,0,1,1,51,1,1,3,1,1,42,0,0,0,3,1,1
41133,43,1,30,1,8930,0,2,0,0,0,23,3,1,1,2,1,101,0,1,1,1,1,1
32851,29,1,10,4,10928,2,1,0,1,1,56,1,2,4,1,0,73,0,0,0,2,1,0
24602,41,1,1,4,8418,1,1,0,2,0,47,0,2,4,0,2,57,0,0,1,1,1,0
38683,36,1,5,4,8150,2,3,2,2,0,41,1,1,1,1,1,55,0,0,0,0,1,1
24737,23,0,3,2,7204,0,3,0,1,1,8,1,2,3,0,1,58,1,0,0,2,2,0
68836,21,1,1,0,5130,0,0,0,1,1,38,0,2,1,0,1,13,0,0,0,2,1,0
37270,28,1,10,2,9747,0,1,0,0,0,50,3,1,0,2,0,33,0,0,0,2,0,1
65103,26,1,14,4,9626,0,0,3,3,1,85,3,2,1,0,2,71,0,0,0,1,3,0
29867,39,1,26,4,10438,2,0,0,0,0,29,0,2,2,2,0,43,0,0,1,2,2,1
50330,40,1,3,3,6055,1,0,0,0,0,84,2,1,0,1,1,10,0,0,0,0,1,1
55844,45,0,14,0,4557,3,0,2,1,0,53,3,2,2,1,2,57,0,0,1,2,1,0
15741,18,1,1,3,6648,1,0,0,2,0,5,0,2,2,1,1,34,0,0,0,2,0,0
21944,40,1,21,0,4710,1,3,2,1,0,87,4,1,0,1,0,54,0,0,0,1,0,1
1947,26,0,14,1,5324,1,2,0,1,1,85,2,0,4,1,1,42,1,0,0,2,0,0
26889,40,1,30,4,8246,2,0,0,2,0,91,1,2,1,2,1,66,0,0,0,2,1,1
35505,56,1,36,0,4601,0,3,0,0,0,68,2,2,1,1,2,44,0,0,0,2,0,1
30111,55,1,37,3,5329,0,3,2,0,1,50,0,0,3,2,1,94,1,0,0,2,1,1
37080,43,1,1,3,6167,0,0,0,1,0,34,1,2,2,1,0,58,0,0,0,1,2,1
42029,18,1,8,3,6620,1,0,2,2,0,31,3,1,0,1,2,43,0,0,0,1,2,1
28573,57,1,23,2,9342,2,3,1,2,0,94,1,1,0,1,2,49,0,0,0,2,2,1
55450,47,1,14,4,7753,2,0,0,1,1,79,3,0,2,2,1,47,0,0,0,2,1,1
67766,55,1,23,2,9425,2,0,0,1,0,36,3,1,0,0,2,98,0,0,1,2,1,1
50129,31,1,17,4,5495,0,0,2,1,1,46,1,2,2,1,2,26,0,0,0,1,0,0
58084,47,1,18,0,5250,2,2,0,1,0,10,2,1,0,1,0,50,0,0,0,1,1,1
53777,23,0,14,3,6516,0,3,2,0,1,29,2,0,0,1,1,16,1,0,0,3,2,1
66167,27,0,15,3,6766,1,0,1,3,0,42,3,2,3,0,1,84,0,0,0,2,1,0
26379,44,0,9,2,8028,2,0,1,3,1,70,0,2,2,0,0,65,1,0,0,1,2,0
72082,42,1,16,2,7701,0,0,0,2,0,50,3,0,0,0,2,45,0,0,0,3,2,1
59733,19,1,11,2,6536,1,0,0,0,0,90,4,2,2,0,0,52,0,0,0,2,0,0
45595,39,0,19,4,10050,0,2,0,2,1,32,1,2,1,2,1,77,0,0,1,1,0,1
64396,49,0,30,3,6129,1,0,1,0,1,32,0,2,3,0,1,50,0,0,0,0,0,0
57463,53,1,6,3,6130,0,3,0,0,0,90,1,1,2,0,1,15,0,0,0,2,1,0
50759,49,1,13,4,8532,2,2,0,1,0,11,3,1,2,1,2,92,0,0,0,3,1,1
21824,44,1,4,2,8985,2,3,1,0,0,6,3,1,1,1,1,13,0,0,0,2,3,0
44345,46,0,14,3,5537,3,2,1,0,1,28,3,1,0,0,2,25,0,0,1,0,1,0
2425,31,0,6,2,7361,2,3,1,1,0,2,0,0,0,0,2,78,0,0,0,2,2,0
2132,29,1,3,0,3331,2,3,2,0,0,61,2,2,3,0,1,5,0,1,0,2,3,0
44708,24,1,6,3,5910,2,3,0,0,0,58,0,0,5,0,1,81,0,0,0,3,2,0
57427,47,1,12,4,11018,1,2,2,0,0,28,0,1,1,0,1,27,0,0,0,2,0,0
56293,34,0,21,2,8804,2,1,0,1,1,64,4,2,1,2,1,96,1,0,1,2,2,1
50828,21,1,2,1,12653,1,0,0,1,0,33,4,1,1,0,2,48,1,0,0,3,0,1
70286,48,1,1,3,6728,1,0,0,3,1,4,2,2,1,2,2,47,0,0,0,2,1,1
10712,57,1,17,1,9035,1,0,0,2,1,20,0,1,1,1,1,87,1,0,0,2,1,1
74348,42,0,6,2,8483,2,0,3,0,0,97,3,1,3,0,0,21,0,0,0,2,0,1
30125,57,1,34,0,4790,2,0,1,0,1,90,3,1,3,1,2,88,0,0,0,3,1,1
15213,54,1,12,2,8524,1,0,0,1,0,35,0,1,0,2,0,41,0,0,0,2,1,1
53806,31,1,19,0,4830,1,0,0,1,0,70,2,1,3,1,2,74,0,0,0,2,0,0
53030,25,1,1,3,6256,1,0,0,0,0,65,0,1,0,1,1,11,0,0,0,2,2,0
7013,48,0,27,0,4230,2,0,0,2,0,26,0,1,0,0,1,68,0,0,0,2,2,0
71630,48,0,4,2,8340,2,2,0,0,1,26,1,1,1,2,0,8,0,0,0,2,1,1
49960,21,1,3,0,3795,2,1,0,4,1,7,2,0,1,1,1,32,0,0,0,2,1,1
46924,54,1,33,2,8029,0,3,3,2,0,67,1,2,2,0,1,107,1,0,0,1,0,0
51513,59,1,29,0,4886,1,0,0,2,0,27,3,1,1,1,1,52,0,0,0,2,2,0
47577,30,1,4,2,6937,1,0,0,1,1,98,2,1,2,0,1,46,0,0,0,1,2,1
71350,52,1,38,0,6319,0,3,0,4,0,72,3,1,2,2,1,49,0,0,0,3,2,1
69759,40,1,4,2,7929,1,0,0,2,0,6,3,1,2,0,0,82,0,0,0,3,1,0
5345,31,0,2,0,5085,0,0,0,1,0,56,1,1,4,0,1,18,0,0,0,2,0,1
504,40,1,3,0,4387,2,0,0,1,0,67,2,2,0,1,2,49,0,0,0,0,2,0
21484,39,0,12,1,8819,2,3,0,0,1,81,1,2,1,1,0,25,1,0,0,2,1,0
19580,23,0,7,1,11007,1,0,0,0,0,73,2,2,3,1,1,29,0,0,0,1,1,0
40328,21,1,11,1,8758,2,0,0,0,0,18,1,2,0,0,0,69,0,0,0,2,1,0
7989,56,0,6,4,9875,0,3,0,0,0,83,1,1,3,0,1,36,0,0,1,2,0,0
12811,49,0,28,2,7783,1,0,2,1,1,98,0,1,4,1,0,40,0,0,0,2,1,1
33809,44,0,23,1,10456,0,2,3,0,0,91,2,2,0,1,1,101,0,0,0,1,2,0
46130,38,1,12,1,7530,1,0,0,0,0,32,2,1,1,1,1,41,0,0,0,2,0,1
66734,45,0,7,2,7848,3,2,0,3,0,74,3,2,1,1,1,73,0,0,0,0,0,1
15202,22,1,5,0,4099,1,0,0,0,1,28,0,1,1,1,0,26,0,0,0,1,0,0
47863,39,0,30,3,6015,1,2,2,1,0,77,0,1,3,0,1,67,0,0,0,2,1,0
41174,55,0,38,1,7386,0,0,1,0,0,31,0,1,0,1,2,104,1,0,0,2,0,1
56500,43,1,14,2,7773,3,2,0,1,0,93,3,0,1,1,0,86,0,0,0,2,0,1
61057,37,1,8,1,11047,2,3,0,0,1,62,3,2,2,0,1,44,0,0,0,2,0,0
24642,47,1,19,4,11915,2,0,1,2,0,56,1,2,1,1,1,23,0,0,0,2,2,1
58764,39,0,11,4,8119,0,2,0,1,1,82,2,0,1,2,1,21,0,0,0,1,2,0
8301,51,1,13,0,6363,3,3,2,1,1,77,3,2,0,0,0,82,0,0,1,3,2,0
5339,45,1,36,2,7456,2,1,3,0,0,16,0,1,3,0,0,51,0,0,0,1,2,1
6387,26,1,3,1,7369,2,0,0,0,1,41,3,1,2,1,1,61,0,0,0,1,0,0
2100,49,0,15,3,5839,1,0,2,0,1,62,2,2,2,2,0,92,0,0,0,3,3,1
53772,49,1,28,0,4407,1,0,0,0,1,95,1,2,4,1,1,33,0,0,0,2,0,0
15273,27,1,10,0,6147,2,0,0,2,0,52,0,2,2,0,1,31,0,0,1,0,1,0
35475,28,1,12,2,7599,3,2,2,0,0,27,3,1,5,2,2,18,0,0,0,2,2,1
48882,41,1,31,3,6515,2,0,0,2,0,23,0,2,0,0,2,74,0,0,1,2,2,0
11867,33,1,16,2,7708,2,0,0,2,1,93,0,2,2,0,1,31,0,1,0,3,1,0
68283,53,1,45,2,7989,1,2,0,2,0,7,3,2,1,2,2,121,0,0,0,1,2,0
24490,36,0,12,4,8033,2,0,1,0,0,74,4,2,2,0,1,75,0,0,1,0,1,0
43294,37,1,1,2,9071,3,2,0,1,1,76,1,0,0,2,1,59,1,1,0,0,0,1
73916,21,1,9,3,5470,1,2,2,0,0,63,4,1,2,1,0,11,0,0,0,2,3,1
70212,29,1,3,1,9110,2,2,0,0,1,66,2,1,6,0,2,46,0,0,1,3,0,0
38751,23,1,2,0,4113,1,2,2,0,0,47,2,1,0,2,1,52,0,0,1,2,2,1
27352,50,1,38,0,4477,2,0,0,0,0,26,0,2,1,1,1,106,0,0,1,3,2,0
70129,18,1,3,2,8330,1,0,0,3,1,14,1,2,1,1,1,73,1,0,0,2,2,1
20181,20,1,9,3,6025,1,0,0,1,0,27,2,2,2,0,2,61,0,0,0,2,2,0
33029,42,1,2,0,4181,2,2,2,2,0,19,2,1,3,1,2,24,0,0,0,3,1,0
56129,21,1,13,3,5913,2,0,0,3,0,41,0,1,1,0,1,39,0,0,0,2,3,1
66771,45,1,33,0,4123,1,2,2,0,0,27,0,2,6,1,2,100,0,0,0,2,0,0
20971,20,1,1,4,8998,2,0,2,0,0,57,1,1,0,1,1,12,1,1,0,3,2,1
59299,42,1,18,0,2987,1,0,2,1,0,94,2,2,6,1,2,37,1,0,1,1,2,0
2083,53,1,21,4,7135,3,0,2,1,0,24,3,2,3,0,1,70,0,0,1,2,2,1
38477,50,1,24,1,10384,2,0,2,0,1,8,1,0,2,1,1,32,0,0,0,1,0,1
11843,20,1,4,1,8556,2,2,2,2,0,20,4,2,0,1,2,11,0,0,0,2,2,0
26273,33,1,22,4,9990,0,2,0,0,0,10,1,2,3,1,0,74,0,0,0,3,1,0
37670,23,1,8,4,10600,2,0,0,2,1,33,2,0,1,0,1,32,1,0,1,2,0,1
48194,46,1,9,3,5658,2,0,2,0,0,23,1,1,1,1,1,73,0,0,1,1,0,0
12718,54,0,24,2,7618,1,2,2,1,1,19,0,1,4,0,1,25,0,0,0,1,0,0
19125,29,1,15,2,6634,2,0,0,0,0,86,2,0,2,1,0,32,0,0,0,2,2,1
48385,26,1,5,1,6208,1,2,0,0,1,20,2,1,1,2,2,30,0,0,0,3,1,0
20372,32,0,1,0,4360,2,2,0,0,0,69,3,2,4,0,2,24,0,0,0,2,2,0
44234,26,0,4,4,8966,1,3,0,1,1,39,0,0,1,0,0,35,0,0,0,2,1,0
25610,36,1,26,1,8554,2,2,0,2,0,26,1,2,2,0,1,74,1,0,0,2,2,1
49999,41,1,5,4,10175,2,0,0,0,0,10,1,2,0,1,1,53,0,0,1,1,1,0
60434,24,1,12,3,6147,0,1,0,1,0,70,4,2,1,0,1,37,1,0,1,2,1,1
19566,41,0,12,0,5210,0,2,2,0,0,14,3,2,0,0,2,20,0,0,0,2,1,0
48299,44,0,10,3,6384,1,3,1,0,1,92,1,0,1,0,0,80,0,0,0,2,2,0
33315,52,1,9,1,12194,1,3,1,0,1,53,2,2,3,0,1,55,0,0,0,3,1,0
41289,42,1,21,4,9322,2,0,0,0,0,44,4,2,1,1,1,66,0,0,0,2,1,1
69369,19,0,8,3,6467,3,3,2,0,0,58,1,1,1,2,2,24,1,0,0,1,0,1
40720,38,1,23,2,8583,2,0,0,0,0,37,0,1,2,0,2,100,0,0,0,1,0,0
7915,27,1,15,0,4768,0,0,0,0,1,3,3,1,0,1,2,16,0,0,0,0,2,0
65835,54,1,21,3,5346,0,3,1,0,0,1,4,1,2,1,1,27,1,0,1,3,2,1
10486,19,1,10,0,3963,3,0,0,0,0,6,1,1,3,2,1,89,0,0,0,3,2,0
36342,20,1,12,2,7084,2,3,1,0,0,70,1,1,0,0,1,85,0,0,0,2,2,0
36613,38,1,14,4,7708,0,3,0,0,0,85,0,1,2,1,2,57,0,0,0,1,1,1
52466,57,0,24,2,9166,1,0,0,0,0,24,0,2,4,0,0,91,0,0,0,2,1,0
1021,29,1,7,4,9729,1,3,0,0,0,38,2,2,0,0,1,78,0,0,0,1,0,0
23061,55,1,4,4,7969,3,0,0,2,1,56,0,1,3,2,1,46,0,0,1,2,1,1
8770,39,0,22,3,6413,3,1,0,0,0,61,1,2,0,1,1,76,0,0,0,0,1,0
12168,23,0,6,1,9394,2,1,1,0,0,88,3,1,4,2,0,30,0,0,0,1,2,0
23082,39,0,11,2,7872,2,2,0,1,0,62,3,1,1,0,1,82,0,0,0,2,3,1
10095,32,0,4,2,8362,3,0,0,0,0,48,1,2,3,2,0,41,0,0,0,2,1,0
42274,38,0,16,4,9823,0,0,0,0,1,95,3,1,1,2,2,88,0,0,0,1,2,0
11028,23,1,8,1,10626,1,2,0,2,0,19,1,1,0,0,1,23,0,0,0,2,1,0
15176,31,0,14,4,6316,2,0,0,2,1,46,1,1,0,1,1,46,1,0,1,1,0,1
73678,19,0,3,0,3875,3,0,0,0,0,57,1,2,0,0,2,27,0,0,1,1,2,0
21664,53,0,16,4,10691,1,0,0,0,0,67,1,0,0,0,2,81,0,0,0,2,0,0
49789,49,1,5,4,13397,2,0,0,0,1,73,2,2,0,1,1,70,0,0,0,0,0,0
25837,49,0,24,0,5049,1,0,0,2,0,35,1,2,4,1,1,30,0,0,0,0,1,0
3366,36,1,2,0,5491,3,0,0,0,0,9,0,1,4,1,1,44,0,0,1,2,0,1
48197,21,1,8,4,9895,1,3,0,0,0,94,3,2,2,2,0,86,0,0,0,3,1,1
47325,35,1,27,0,4317,2,0,0,1,0,65,3,2,6,0,1,45,1,0,1,2,2,1
69889,38,1,19,4,11096,1,2,3,0,0,61,1,1,4,1,2,39,0,1,0,2,1,1
49345,37,1,2,0,4244,2,3,1,2,1,39,4,2,0,0,2,29,1,0,0,2,2,1
35224,59,1,8,1,11171,3,3,0,0,1,14,3,1,0,0,1,31,0,0,0,2,1,0
30173,23,0,5,4,5793,2,3,2,0,0,14,1,1,4,1,2,64,0,0,0,2,1,1
8391,25,0,7,2,6583,1,1,2,0,0,70,3,2,0,0,1,27,1,1,0,2,1,0
24410,53,1,24,3,5974,3,2,0,0,0,48,1,2,2,1,2,92,0,0,0,2,2,0
13765,26,1,11,0,3977,1,3,2,0,1,21,1,1,1,0,1,79,0,1,0,2,2,0
25760,52,0,27,3,5814,1,0,0,3,0,37,0,1,1,0,0,48,1,0,0,1,2,1
